,y-coordinate,tempo
0.25,-174.22826416930462,0.25
0.251,-187.82964129777133,0.251
0.252,-201.02672269147445,0.252
0.253,-212.95766965767828,0.253
0.254,-225.00878915116,0.254
0.255,-235.47408059636888,0.255
0.256,-246.1124636092682,0.256
0.257,-254.9313926467692,0.257
0.258,-263.8646532517656,0.258
0.259,-270.87317754493137,0.259
0.26,-277.448470671957,0.26
0.261,-283.6453258228441,0.261
0.262,-288.31981350739284,0.262
0.263,-292.2050273581562,0.263
0.264,-295.2324318761111,0.264
0.265,-297.46153018647055,0.265
0.266,-298.3462647471503,0.266
0.267,-298.7694083134157,0.267
0.268,-297.958330945607,0.268
0.269,-296.68732247455546,0.269
0.27,-293.77357392426575,0.27
0.271,-290.34459184368217,0.271
0.272,-286.17000408676705,0.272
0.273,-280.6750737760448,0.273
0.274,-274.74525446538394,0.274
0.275,-268.41186632011323,0.275
0.276,-260.61734923478963,0.276
0.277,-251.47690284561847,0.277
0.278,-242.81490930110147,0.278
0.279,-232.81303184303755,0.279
0.28,-222.26897093440465,0.28
0.281,-211.1192038993234,0.281
0.28200000000000003,-199.4760716152032,0.28200000000000003
0.28300000000000003,-186.8794326893109,0.28300000000000003
0.28400000000000003,-173.97124845177976,0.28400000000000003
0.28500000000000003,-160.92918479003805,0.28500000000000003
0.28600000000000003,-146.72198905169404,0.28600000000000003
0.28700000000000003,-132.75103687613213,0.28700000000000003
0.28800000000000003,-118.08124708083083,0.28800000000000003
0.289,-103.3463448740054,0.289
0.29,-88.12387754282626,0.29
0.291,-73.28770680118934,0.291
0.292,-58.092055308873604,0.292
0.293,-41.945051790473755,0.293
0.294,-26.58335501407033,0.294
0.295,-11.413536711513828,0.295
0.296,4.073482414750941,0.296
0.297,19.742040936880525,0.297
0.298,35.11462318003354,0.298
0.299,50.34398899501298,0.299
0.3,65.165788903675,0.3
0.301,79.16859848931155,0.301
0.302,93.58261875161419,0.302
0.303,107.57856508959972,0.303
0.304,121.17515686277011,0.304
0.305,134.0213021919139,0.305
0.306,146.39463979866466,0.306
0.307,158.26141462554943,0.307
0.308,170.0026339146341,0.308
0.309,180.9313474155658,0.309
0.31,190.74811563916157,0.31
0.311,200.8186146032673,0.311
0.312,209.6731655295841,0.312
0.313,217.93821485338069,0.313
0.314,225.4090994037249,0.314
0.315,231.93066357969806,0.315
0.316,237.9702943263894,0.316
0.317,243.50506258355543,0.317
0.318,248.01862639281447,0.318
0.319,251.5955407000143,0.319
0.32,254.588612251105,0.32
0.321,256.572940169641,0.321
0.322,257.6136597288317,0.322
0.323,258.4866099363081,0.323
0.324,257.7172146869236,0.324
0.325,256.7565192032875,0.325
0.326,254.6177745145679,0.326
0.327,251.98709963680304,0.327
0.328,248.85226673456552,0.328
0.329,244.57761433423423,0.329
0.33,239.49719657845117,0.33
0.331,233.7107993846682,0.331
0.332,227.41996465991332,0.332
0.333,220.0936187143213,0.333
0.334,212.17151222761183,0.334
0.335,204.0273632564846,0.335
0.336,195.07618510345873,0.336
0.337,185.48715588920922,0.337
0.338,176.11192201042127,0.338
0.339,164.81829853171956,0.339
0.34,154.16348580754706,0.34
0.341,142.80347801115764,0.341
0.342,131.09564431764366,0.342
0.343,118.84261124691109,0.343
0.34400000000000003,106.53737989144348,0.34400000000000003
0.34500000000000003,93.56950267004288,0.34500000000000003
0.34600000000000003,80.76729215743916,0.34600000000000003
0.34700000000000003,67.87316813715444,0.34700000000000003
0.34800000000000003,54.30175668378638,0.34800000000000003
0.34900000000000003,40.87557400673211,0.34900000000000003
0.35000000000000003,27.842847673226203,0.35000000000000003
0.35100000000000003,14.163261916207356,0.35100000000000003
0.352,0.9369168590974896,0.352
0.353,-12.60226561692366,0.353
0.354,-25.974276388782375,0.354
0.355,-38.69457459398314,0.355
0.356,-51.37287020435747,0.356
0.357,-64.55707186301292,0.357
0.358,-76.86912874128487,0.358
0.359,-88.39347948778438,0.359
0.36,-100.12778574186964,0.36
0.361,-111.53477907359685,0.361
0.362,-122.61178871892446,0.362
0.363,-133.45429538943137,0.363
0.364,-143.60607894413926,0.364
0.365,-152.67129760954884,0.365
0.366,-162.03327911407663,0.366
0.367,-170.55025709229548,0.367
0.368,-178.65829387715607,0.368
0.369,-185.560904444909,0.369
0.37,-192.38112774719156,0.37
0.371,-198.52830349545403,0.371
0.372,-204.2063279263248,0.372
0.373,-208.58802238888498,0.373
0.374,-212.91288037640686,0.374
0.375,-215.9033894766668,0.375
0.376,-218.4996530516383,0.376
0.377,-220.36446024859387,0.377
0.378,-222.12664198416192,0.378
0.379,-222.61866192313371,0.379
0.38,-222.6423958645278,0.38
0.381,-221.73155023233062,0.381
0.382,-220.46091934990375,0.382
0.383,-218.30951417121022,0.383
0.384,-215.46405729302933,0.384
0.385,-212.1440874792107,0.385
0.386,-208.13364805522073,0.386
0.387,-203.4799875405039,0.387
0.388,-197.70827987926415,0.388
0.389,-191.5343630579741,0.389
0.39,-185.6298134429483,0.39
0.391,-178.2653149336579,0.391
0.392,-170.91878117529453,0.392
0.393,-162.71298824989853,0.393
0.394,-154.29020522226122,0.394
0.395,-145.65312104879936,0.395
0.396,-136.03637884346873,0.396
0.397,-126.32052652442302,0.397
0.398,-116.22386554306422,0.398
0.399,-106.35246937734148,0.399
0.4,-95.35274668861248,0.4
0.401,-84.72965772779668,0.401
0.402,-73.18658407191525,0.402
0.403,-61.94739428004061,0.403
0.404,-50.884880813407555,0.404
0.405,-39.05876576717955,0.405
0.406,-27.501886880973647,0.406
0.40700000000000003,-16.328818717958935,0.40700000000000003
0.40800000000000003,-4.606310499121733,0.40800000000000003
0.40900000000000003,7.191074457306835,0.40900000000000003
0.41000000000000003,18.101741242839452,0.41000000000000003
0.41100000000000003,30.01740077713248,0.41100000000000003
0.41200000000000003,41.14553462315302,0.41200000000000003
0.41300000000000003,51.8311058742409,0.41300000000000003
0.41400000000000003,62.65271177688597,0.41400000000000003
0.41500000000000004,73.22716968568649,0.41500000000000004
0.41600000000000004,83.61766290579396,0.41600000000000004
0.417,93.44761011342702,0.417
0.418,102.52319179354198,0.418
0.419,111.80185312681768,0.419
0.42,120.67450606073113,0.42
0.421,128.95516129005938,0.421
0.422,137.07953012076948,0.422
0.423,144.66305621679206,0.423
0.424,151.35086069524135,0.424
0.425,157.72160779571416,0.425
0.426,163.54062034987092,0.426
0.427,169.27659678456413,0.427
0.428,174.31010760612477,0.428
0.429,178.34573423513444,0.429
0.43,181.8887182373378,0.43
0.431,184.8258642937495,0.431
0.432,187.619738372283,0.432
0.433,189.28913384533928,0.433
0.434,191.256509753135,0.434
0.435,191.80556062076153,0.435
0.436,191.9947491360349,0.436
0.437,191.46359743761673,0.437
0.438,190.25106269994055,0.438
0.439,188.6324491446699,0.439
0.44,186.6507213004344,0.44
0.441,183.76223935279276,0.441
0.442,180.42959868791536,0.442
0.443,175.9303830415511,0.443
0.444,171.90588993443325,0.444
0.445,167.0630851608297,0.445
0.446,161.26157733155463,0.446
0.447,155.3778228769474,0.447
0.448,148.9680424200394,0.448
0.449,142.40007416996642,0.449
0.45,135.00415131391352,0.45
0.451,127.38544997320962,0.451
0.452,119.71747628630554,0.452
0.453,111.30369237299996,0.453
0.454,102.46607669755956,0.454
0.455,94.02511818272875,0.455
0.456,84.64921425659693,0.456
0.457,75.73943888421783,0.457
0.458,66.08028344110409,0.458
0.459,56.304716967183055,0.459
0.46,46.40380292245574,0.46
0.461,36.84060744615217,0.461
0.462,26.76156956390112,0.462
0.463,16.73222522217697,0.463
0.464,6.61868486700563,0.464
0.465,-2.9489821560806826,0.465
0.466,-13.085919379845542,0.466
0.467,-22.910957220455966,0.467
0.468,-32.40283612278977,0.468
0.46900000000000003,-41.81826221954985,0.46900000000000003
0.47000000000000003,-51.20439017199056,0.47000000000000003
0.47100000000000003,-60.53378997284761,0.47100000000000003
0.47200000000000003,-69.31097436849295,0.47200000000000003
0.47300000000000003,-78.12716729351064,0.47300000000000003
0.47400000000000003,-86.1258764080762,0.47400000000000003
0.47500000000000003,-94.23115002162417,0.47500000000000003
0.47600000000000003,-101.65795313151649,0.47600000000000003
0.47700000000000004,-109.46122588483897,0.47700000000000004
0.47800000000000004,-116.07521105409757,0.47800000000000004
0.47900000000000004,-122.42119258162518,0.47900000000000004
0.48,-129.01769542125564,0.48
0.481,-134.7031382514506,0.481
0.482,-139.9085684767058,0.482
0.483,-144.66148520831752,0.483
0.484,-148.63821547696878,0.484
0.485,-152.79218480310217,0.485
0.486,-156.22408193395484,0.486
0.487,-158.7540511460676,0.487
0.488,-161.0671432510394,0.488
0.489,-163.0964923292321,0.489
0.49,-164.1522500876258,0.49
0.491,-165.14814905731544,0.491
0.492,-165.13037315793454,0.492
0.493,-165.33690455627467,0.493
0.494,-164.38178060677396,0.494
0.495,-163.05231441136277,0.495
0.496,-160.98562190122473,0.496
0.497,-158.78482996506995,0.497
0.498,-155.82645393781073,0.498
0.499,-152.70896059558078,0.499
0.5,-148.67399339466897,0.5
0.501,-144.75845039445062,0.501
0.502,-140.08222653430647,0.502
0.503,-135.55311741283867,0.503
0.504,-130.23707016021478,0.504
0.505,-124.75847766215931,0.505
0.506,-118.03531075347902,0.506
0.507,-111.51733208575388,0.507
0.508,-104.43295632375822,0.508
0.509,-97.85529570670933,0.509
0.51,-90.18893731381173,0.51
0.511,-82.79580147427691,0.511
0.512,-75.12932768655153,0.512
0.513,-66.91874591368101,0.513
0.514,-59.31848331402873,0.514
0.515,-50.483080407363516,0.515
0.516,-42.19361835570731,0.516
0.517,-33.636045784035716,0.517
0.518,-25.13318738487814,0.518
0.519,-16.694652922443836,0.519
0.52,-7.926856641397498,0.52
0.521,0.6704160347958544,0.521
0.522,8.83541629747738,0.522
0.523,17.736904445511602,0.523
0.524,25.933067316227692,0.524
0.525,34.25120057321147,0.525
0.526,42.02942285739195,0.526
0.527,50.07954529184005,0.527
0.528,57.89921752593186,0.528
0.529,65.54172244463105,0.529
0.53,72.6110583670785,0.53
0.531,79.32361088263335,0.531
0.532,86.72222759075916,0.532
0.533,92.87020313865985,0.533
0.534,98.75343576924908,0.534
0.535,105.02990400644943,0.535
0.536,109.68672089108782,0.536
0.537,114.97731853668371,0.537
0.538,119.61402005626093,0.538
0.539,123.73159318649374,0.539
0.54,127.59372141880988,0.54
0.541,131.30357724569166,0.541
0.542,134.20194113606595,0.542
0.543,136.8275403975586,0.543
0.544,138.70238486196874,0.544
0.545,140.58076934885065,0.545
0.546,141.5674890536853,0.546
0.547,142.07297930294268,0.547
0.548,142.51808731555707,0.548
0.549,142.95599920803542,0.549
0.55,142.10153433960238,0.55
0.551,140.75324972998337,0.551
0.552,139.72461355868143,0.552
0.553,138.01115892106813,0.553
0.554,135.20169099743362,0.554
0.555,132.6469113706541,0.555
0.556,129.05715636195933,0.556
0.557,126.18524984418262,0.557
0.558,122.21841955707626,0.558
0.559,118.51158523627184,0.559
0.56,113.81188310410106,0.56
0.561,108.66475537940909,0.561
0.562,103.49020093994899,0.562
0.5630000000000001,97.73049951188932,0.5630000000000001
0.5640000000000001,92.05440585874142,0.5640000000000001
0.5650000000000001,86.28212482835694,0.5650000000000001
0.5660000000000001,79.75502401016982,0.5660000000000001
0.5670000000000001,73.41193115841251,0.5670000000000001
0.5680000000000001,66.58134291783718,0.5680000000000001
0.5690000000000001,59.853211633338965,0.5690000000000001
0.5700000000000001,53.14691786546645,0.5700000000000001
0.5710000000000001,45.64855528720669,0.5710000000000001
0.5720000000000001,38.35416869426758,0.5720000000000001
0.5730000000000001,31.063816827687948,0.5730000000000001
0.5740000000000001,23.615339596340863,0.5740000000000001
0.5750000000000001,16.242628579021723,0.5750000000000001
0.5760000000000001,8.59476724963372,0.5760000000000001
0.577,1.8671673769963624,0.577
0.578,-5.891665663823978,0.578
0.579,-13.037866847590019,0.579
0.58,-20.460545276137644,0.58
0.581,-27.411157035032883,0.581
0.582,-34.55009402699477,0.582
0.583,-41.513027310059016,0.583
0.584,-48.197584322106266,0.584
0.585,-54.69083155154947,0.585
0.586,-61.44352233473424,0.586
0.587,-67.41604069413705,0.587
0.588,-73.15483571385818,0.588
0.589,-78.84100406400056,0.589
0.59,-84.31031307507371,0.59
0.591,-89.17157092129383,0.591
0.592,-93.73982306317532,0.592
0.593,-98.3389684510334,0.593
0.594,-102.45210096382462,0.594
0.595,-106.39015836470286,0.595
0.596,-109.44496206723637,0.596
0.597,-111.96788931948035,0.597
0.598,-114.907678167078,0.598
0.599,-117.7188037761781,0.599
0.6,-119.3207399206272,0.6
0.601,-121.24925329003271,0.601
0.602,-122.40626411210022,0.602
0.603,-122.7255713109319,0.603
0.604,-123.77981380356863,0.604
0.605,-123.74931498485448,0.605
0.606,-123.00058081482341,0.606
0.607,-122.14588913520414,0.607
0.608,-120.97988829351972,0.608
0.609,-119.77124781190554,0.609
0.61,-117.87480460608049,0.61
0.611,-115.61164575442383,0.611
0.612,-112.96479253097888,0.612
0.613,-109.9548283142178,0.613
0.614,-106.88620032117446,0.614
0.615,-103.4574135318791,0.615
0.616,-99.1420385523837,0.616
0.617,-95.50578500351004,0.617
0.618,-90.93381756500104,0.618
0.619,-86.12059458320645,0.619
0.62,-81.35061171716447,0.62
0.621,-76.2271907669594,0.621
0.622,-70.73706206461603,0.622
0.623,-65.36656803577549,0.623
0.624,-59.129628739257896,0.624
0.625,-53.51302971667536,0.625
0.626,-47.738714607452714,0.626
0.627,-41.575027542914846,0.627
0.628,-35.49067324650393,0.628
0.629,-28.80150232740134,0.629
0.63,-22.69467506542291,0.63
0.631,-16.25173041231884,0.631
0.632,-9.754158238846419,0.632
0.633,-2.9115330569882283,0.633
0.634,2.9496095452795488,0.634
0.635,9.51457697599473,0.635
0.636,16.021085776605847,0.636
0.637,21.7247764203272,0.637
0.638,28.290548641150256,0.638
0.639,34.09716988597753,0.639
0.64,40.039392395544354,0.64
0.641,45.48952531017796,0.641
0.642,51.17013356500624,0.642
0.643,56.772285539220775,0.643
0.644,61.75558815252757,0.644
0.645,66.21665356501327,0.645
0.646,71.17042350644094,0.646
0.647,75.79637946840153,0.647
0.648,80.01963918741812,0.648
0.649,83.81124662535692,0.649
0.65,87.4301307609196,0.65
0.651,91.22996812531667,0.651
0.652,93.78655662101171,0.652
0.653,96.9848167513341,0.653
0.654,98.56130156413359,0.654
0.655,101.21225665621598,0.655
0.656,102.6454311837596,0.656
0.657,104.3565205948742,0.657
0.658,105.09850198407226,0.658
0.659,106.13536142236428,0.659
0.66,106.25212028711462,0.66
0.661,106.4934435533916,0.661
0.662,107.00591926130981,0.662
0.663,105.82179829154722,0.663
0.664,105.07751997069373,0.664
0.665,103.78880250965774,0.665
0.666,102.9613877492354,0.666
0.667,100.6511133229374,0.667
0.668,98.65608813279177,0.668
0.669,96.06401669130919,0.669
0.67,93.33726135566287,0.67
0.671,90.13390889512411,0.671
0.672,86.92835228982462,0.672
0.673,83.55724121943118,0.673
0.674,79.28234520252576,0.674
0.675,75.63364010141514,0.675
0.676,71.65271095029927,0.676
0.677,67.48093740859909,0.677
0.678,63.11086793261019,0.678
0.679,57.741759457989914,0.679
0.68,52.34298065777802,0.68
0.681,47.94160469480196,0.681
0.682,42.872221780150056,0.682
0.683,37.29738319221166,0.683
0.684,32.25716710742495,0.684
0.685,26.547841717018418,0.685
0.686,21.422002292770063,0.686
0.687,15.258736014459773,0.687
0.6880000000000001,10.174149429396723,0.6880000000000001
0.6890000000000001,4.509886572586333,0.6890000000000001
0.6900000000000001,-0.886673396063157,0.6900000000000001
0.6910000000000001,-6.890155952561942,0.6910000000000001
0.6920000000000001,-11.705341426100086,0.6920000000000001
0.6930000000000001,-17.3955364035651,0.6930000000000001
0.6940000000000001,-22.09589018700696,0.6940000000000001
0.6950000000000001,-27.77122784784616,0.6950000000000001
0.6960000000000001,-32.61519346968114,0.6960000000000001
0.6970000000000001,-37.91821113304407,0.6970000000000001
0.6980000000000001,-42.4718403526064,0.6980000000000001
0.6990000000000001,-47.386394092386354,0.6990000000000001
0.7000000000000001,-51.7919225736317,0.7000000000000001
0.7010000000000001,-56.28241530952348,0.7010000000000001
0.7020000000000001,-59.837374047643436,0.7020000000000001
0.7030000000000001,-64.3567486639868,0.7030000000000001
0.704,-67.78242481651883,0.704
0.705,-71.04124953623666,0.705
0.706,-74.64177585481164,0.706
0.707,-77.27055355392754,0.707
0.708,-80.07611356903033,0.708
0.709,-82.30667340508666,0.709
0.71,-84.77704185996483,0.71
0.711,-87.03683445462241,0.711
0.712,-88.51872335689906,0.712
0.713,-89.65614720386081,0.713
0.714,-90.74388978004711,0.714
0.715,-91.41087122343524,0.715
0.716,-91.92026547047391,0.716
0.717,-92.0696625286937,0.717
0.718,-91.95155909204861,0.718
0.719,-91.44925180013018,0.719
0.72,-90.78070686055581,0.72
0.721,-89.94539815459689,0.721
0.722,-88.68203034940912,0.722
0.723,-87.47436836375255,0.723
0.724,-85.46608358423653,0.724
0.725,-83.71220117393106,0.725
0.726,-81.48744591577943,0.726
0.727,-78.45952990113203,0.727
0.728,-76.05178217373502,0.728
0.729,-73.46706459231343,0.729
0.73,-69.85914553412842,0.73
0.731,-66.66236012201236,0.731
0.732,-63.17971482127218,0.732
0.733,-59.42739571750738,0.733
0.734,-55.286558559447975,0.734
0.735,-51.71314507454527,0.735
0.736,-47.54648597426959,0.736
0.737,-42.60217033779808,0.737
0.738,-38.540668806053944,0.738
0.739,-33.91206504107446,0.739
0.74,-29.669005107987687,0.74
0.741,-25.099820776935942,0.741
0.742,-20.06111927538332,0.742
0.743,-15.254893974481563,0.743
0.744,-10.359062060553661,0.744
0.745,-5.373023908880167,0.745
0.746,-0.9481326651331337,0.746
0.747,3.817609508499789,0.747
0.748,8.440926805624143,0.748
0.749,12.952220268891903,0.749
0.75,17.811273214482252,0.75
0.751,22.302281961230644,0.751
0.752,26.80213415098404,0.752
0.753,31.33510856181459,0.753
0.754,35.37139303836559,0.754
0.755,39.286418445286614,0.755
0.756,43.181377381735636,0.756
0.757,46.59524176657673,0.757
0.758,50.603453222826495,0.758
0.759,54.12569106853211,0.759
0.76,57.277188293516296,0.76
0.761,60.363409800462605,0.761
0.762,63.17999183928974,0.762
0.763,65.73402995624093,0.763
0.764,68.15415904476843,0.764
0.765,70.55396938818097,0.765
0.766,72.23513379047365,0.766
0.767,74.40708202163886,0.767
0.768,75.70368139908238,0.768
0.769,76.66071296471216,0.769
0.77,77.81980174207949,0.77
0.771,78.87490205091096,0.771
0.772,79.00627380802644,0.772
0.773,79.40179165959668,0.773
0.774,79.3129519316878,0.774
0.775,79.08421012409596,0.775
0.776,78.63653548646839,0.776
0.777,78.14369285793975,0.777
0.778,76.52028831125827,0.778
0.779,75.66363343165544,0.779
0.78,74.35118298030677,0.78
0.781,72.54750895694384,0.781
0.782,70.60033891106258,0.782
0.783,68.52066570356985,0.783
0.784,66.15354388856042,0.784
0.785,63.56079684440868,0.785
