,y-coordinate,tempo
0.23700000000000002,-5.624384858659682,0.23700000000000002
0.23800000000000002,-5.832168246575813,0.23800000000000002
0.23900000000000002,-5.552487138035414,0.23900000000000002
0.24,-6.199816297753816,0.24
0.241,-6.5615139332335115,0.241
0.242,-6.710231103387794,0.242
0.243,-6.9986679744368905,0.243
0.244,-7.086058959923419,0.244
0.245,-7.591417865204333,0.245
0.246,-7.92764412607871,0.246
0.247,-8.082840861322326,0.247
0.248,-8.32870516540748,0.248
0.249,-8.714063551717052,0.249
0.25,-8.884919301186072,0.25
0.251,-9.382795531847037,0.251
0.252,-10.032294699973997,0.252
0.253,-9.551965078429742,0.253
0.254,-10.171231368054313,0.254
0.255,-10.402206649224663,0.255
0.256,-10.71426046196925,0.256
0.257,-10.94084033143422,0.257
0.258,-11.275724529468832,0.258
0.259,-11.142053403411085,0.259
0.26,-11.710169179231332,0.26
0.261,-11.902276480850642,0.261
0.262,-11.800811102925577,0.262
0.263,-12.36318460421289,0.263
0.264,-12.418593566912099,0.264
0.265,-12.662067540011957,0.265
0.266,-12.819057498315082,0.266
0.267,-12.92924354235905,0.267
0.268,-13.272660603188264,0.268
0.269,-13.092418022756402,0.269
0.27,-12.983163864436989,0.27
0.271,-13.49622269439793,0.271
0.272,-13.719411577464049,0.272
0.273,-13.933557710144752,0.273
0.274,-13.487411534001284,0.274
0.275,-13.611364356258125,0.275
0.276,-13.739628679822312,0.276
0.277,-13.92338604880027,0.277
0.278,-14.170814941837547,0.278
0.279,-14.06779109005112,0.279
0.28,-14.186581789589848,0.28
0.281,-14.474959129750925,0.281
0.28200000000000003,-14.01075587451153,0.28200000000000003
0.28300000000000003,-13.780708759725668,0.28300000000000003
0.28400000000000003,-14.183838536134841,0.28400000000000003
0.28500000000000003,-14.018988425842926,0.28500000000000003
0.28600000000000003,-14.208062392238752,0.28600000000000003
0.28700000000000003,-14.040784522573631,0.28700000000000003
0.28800000000000003,-13.788839481871696,0.28800000000000003
0.289,-14.407524552557451,0.289
0.29,-13.707312916896804,0.29
0.291,-13.61003179764608,0.291
0.292,-13.992191537789829,0.292
0.293,-13.432586797497915,0.293
0.294,-13.426206928257821,0.294
0.295,-13.604625415758202,0.295
0.296,-13.226900979775927,0.296
0.297,-13.128999859291627,0.297
0.298,-12.539762019880355,0.298
0.299,-12.860317245764737,0.299
0.3,-12.007945920341488,0.3
0.301,-11.90618466892542,0.301
0.302,-11.976365786718635,0.302
0.303,-11.511269717532727,0.303
0.304,-11.644015611691398,0.304
0.305,-11.443679582318529,0.305
0.306,-11.057544479453927,0.306
0.307,-10.742666215965516,0.307
0.308,-10.243498840695294,0.308
0.309,-10.2279262591257,0.309
0.31,-9.456862073104778,0.31
0.311,-9.226257426916916,0.311
0.312,-9.014435197540791,0.312
0.313,-8.733241651079748,0.313
0.314,-8.322038480045885,0.314
0.315,-7.879466030271541,0.315
0.316,-7.779792063163881,0.316
0.317,-7.016518674807689,0.317
0.318,-7.034045549875234,0.318
0.319,-6.36892817137451,0.319
0.32,-6.28457796194408,0.32
0.321,-6.075025262301597,0.321
0.322,-5.503587568132916,0.322
0.323,-5.0902273137837115,0.323
0.324,-4.612618762373935,0.324
0.325,-4.454778354449058,0.325
0.326,-4.051915157501053,0.326
0.327,-3.71969772423908,0.327
0.328,-3.2134209792594417,0.328
0.329,-2.9217648240781937,0.329
0.33,-2.4007718284594888,0.33
0.331,-1.8062232296047684,0.331
0.332,-1.6015592742102427,0.332
0.333,-1.4946262346412449,0.333
0.334,-0.9018869824384186,0.334
0.335,-0.1715260346481165,0.335
0.336,-0.17138876973258438,0.336
0.337,0.20039659203981075,0.337
0.338,0.8281434645496919,0.338
0.339,0.8142610465068782,0.339
0.34,1.3825601050663925,0.34
0.341,1.6939401851148426,0.341
0.342,2.1745658847788705,0.342
0.343,2.7326353936275662,0.343
0.34400000000000003,3.0002909653837158,0.34400000000000003
0.34500000000000003,3.0315069910342127,0.34500000000000003
0.34600000000000003,3.7663075905128114,0.34600000000000003
0.34700000000000003,3.799092373392826,0.34700000000000003
0.34800000000000003,3.774913547735527,0.34800000000000003
0.34900000000000003,4.459596634888922,0.34900000000000003
0.35000000000000003,4.352140658364152,0.35000000000000003
0.35100000000000003,4.718327176119123,0.35100000000000003
0.352,5.219659362591141,0.352
0.353,5.3433555175693925,0.353
0.354,5.59770447300619,0.354
0.355,5.123235915051826,0.355
0.356,6.481723380678048,0.356
0.357,6.051736085352312,0.357
0.358,6.3630133469772705,0.358
0.359,6.907384642318991,0.359
0.36,6.8857325549591275,0.36
0.361,7.318578932606213,0.361
0.362,7.395879015359161,0.362
0.363,7.412965858875079,0.363
0.364,7.483689368325817,0.364
0.365,7.814119729703592,0.365
0.366,8.246771950517772,0.366
0.367,8.231152461713359,0.367
0.368,7.961821792624736,0.368
0.369,7.983530816057286,0.369
0.37,8.285613789724248,0.37
0.371,8.446614393387362,0.371
0.372,7.952786664881698,0.372
0.373,8.767140773091095,0.373
0.374,8.403758363761701,0.374
0.375,8.445060368042245,0.375
0.376,8.491883741785045,0.376
0.377,8.828543530521625,0.377
0.378,8.718970951150288,0.378
0.379,8.553954158741792,0.379
0.38,8.735550313200275,0.38
0.381,8.322550277199266,0.381
0.382,8.326340423225133,0.382
0.383,8.572611179444968,0.383
0.384,8.841046514297068,0.384
0.385,8.332516099593546,0.385
0.386,8.237024844208113,0.386
0.387,8.084966473783748,0.387
0.388,8.35032653125313,0.388
0.389,7.633608985509011,0.389
0.39,8.227330483455592,0.39
0.391,7.9935428169259515,0.391
0.392,7.947175100203376,0.392
0.393,7.478580838711403,0.393
0.394,7.731806217856944,0.394
0.395,7.062563458032778,0.395
0.396,7.204880508916353,0.396
0.397,7.037914800939298,0.397
0.398,7.253368132624358,0.398
0.399,6.682861559617216,0.399
0.4,6.66251510061521,0.4
0.401,6.272471827629493,0.401
0.402,6.301734543511215,0.402
0.403,6.110260579536356,0.403
0.404,6.292609715842545,0.404
0.405,5.936642294779436,0.405
0.406,5.707003217715579,0.406
0.40700000000000003,5.3796219481490235,0.40700000000000003
0.40800000000000003,5.787062195192499,0.40800000000000003
0.40900000000000003,5.135707348753157,0.40900000000000003
0.41000000000000003,4.988810009515288,0.41000000000000003
0.41100000000000003,4.829437251245299,0.41100000000000003
0.41200000000000003,4.7862510503977,0.41200000000000003
0.41300000000000003,5.094437010585201,0.41300000000000003
0.41400000000000003,4.259355395708348,0.41400000000000003
0.41500000000000004,4.03861993313288,0.41500000000000004
0.41600000000000004,4.090533685504533,0.41600000000000004
0.417,3.74184411290531,0.417
0.418,4.018469424412142,0.418
0.419,3.5124126281596544,0.419
0.42,3.253759896674925,0.42
0.421,3.2562357611250796,0.421
0.422,3.0402363271957924,0.422
0.423,2.9438390407776556,0.423
0.424,2.4203923908909424,0.424
0.425,2.500916186386165,0.425
0.426,2.6032634937107164,0.426
0.427,2.385851083387919,0.427
0.428,2.0133442932883345,0.428
0.429,1.976931623678969,0.429
0.43,1.8392395204587175,0.43
0.431,1.388493505501181,0.431
0.432,1.4859019148768857,0.432
0.433,1.5862244332604147,0.433
0.434,1.6705233246609446,0.434
0.435,1.2625045033042337,0.435
0.436,0.5739996103830023,0.436
0.437,0.8362137179133818,0.437
0.438,0.5422932227503046,0.438
0.439,0.6648416276057052,0.439
0.44,0.19519059216381596,0.44
0.441,0.002554532001394827,0.441
0.442,0.5529722228680859,0.442
0.443,0.0030858316826532714,0.443
0.444,0.0882768421371006,0.444
0.445,-0.05409522213673684,0.445
0.446,-0.06998746272395157,0.446
0.447,-0.5522312276886169,0.447
0.448,-0.4367191815101239,0.448
0.449,-0.4110708937187188,0.449
0.45,-1.229727312620244,0.45
0.451,-0.5254888604171859,0.451
0.452,-1.2701890879481381,0.452
0.453,-1.3081151260477424,0.453
0.454,-1.5048235532178094,0.454
0.455,-1.5281098774722528,0.455
0.456,-1.4957137958519824,0.456
0.457,-1.5785607301490383,0.457
0.458,-1.8337606300534834,0.458
0.459,-1.6188986614056615,0.459
0.46,-1.6154710724913781,0.46
0.461,-1.6937500905958136,0.461
0.462,-2.0980599257582964,0.462
0.463,-2.006320426537831,0.463
0.464,-2.31872818533502,0.464
0.465,-2.0790396493049643,0.465
0.466,-2.153269492957655,0.466
0.467,-2.525047739401231,0.467
0.468,-2.7034116752542245,0.468
0.46900000000000003,-2.1429034066393995,0.46900000000000003
0.47000000000000003,-2.5281111232817843,0.47000000000000003
0.47100000000000003,-2.3581355250115044,0.47100000000000003
0.47200000000000003,-2.7417005796305,0.47200000000000003
0.47300000000000003,-2.575698718833667,0.47300000000000003
0.47400000000000003,-2.774789792481331,0.47400000000000003
0.47500000000000003,-3.042627735448228,0.47500000000000003
0.47600000000000003,-2.9701554413870386,0.47600000000000003
0.47700000000000004,-2.8450213503534627,0.47700000000000004
0.47800000000000004,-2.6164849426233685,0.47800000000000004
0.47900000000000004,-2.9606380161009858,0.47900000000000004
0.48,-2.9575628118890354,0.48
0.481,-3.5134961420635493,0.481
0.482,-3.104236123454291,0.482
0.483,-3.257884565430899,0.483
0.484,-3.4512629583821925,0.484
0.485,-3.278388772630533,0.485
0.486,-3.506173416205776,0.486
0.487,-3.6122784652599806,0.487
0.488,-3.272246689540647,0.488
0.489,-3.7088534798679316,0.489
0.49,-3.3009771384450164,0.49
0.491,-3.380373647169994,0.491
0.492,-3.5379212177828716,0.492
0.493,-3.744385301464094,0.493
0.494,-3.7924747416578044,0.494
0.495,-3.7079637692162972,0.495
0.496,-3.6574705380066135,0.496
0.497,-3.982530511853862,0.497
0.498,-3.7975485821311405,0.498
0.499,-3.663087574531631,0.499
0.5,-3.853698470988011,0.5
0.501,-3.7739693913707333,0.501
0.502,-4.021070772770956,0.502
0.503,-4.051432937495993,0.503
0.504,-3.383161035589359,0.504
0.505,-3.6679377710410415,0.505
0.506,-3.755719796855525,0.506
0.507,-3.5031043155221417,0.507
0.508,-3.8749616859383895,0.508
0.509,-3.3860309991126947,0.509
0.51,-3.5161462826051815,0.51
0.511,-3.667888193406799,0.511
0.512,-3.4386108549253973,0.512
0.513,-3.1393777079423857,0.513
0.514,-3.17686623718918,0.514
0.515,-3.4805627154769265,0.515
0.516,-3.3320260140347826,0.516
0.517,-3.372646658585877,0.517
0.518,-2.899210274743954,0.518
0.519,-3.064978790110627,0.519
0.52,-2.929183833300893,0.52
0.521,-2.574691678486265,0.521
0.522,-2.900519909355383,0.522
0.523,-2.4771983085077123,0.523
0.524,-2.5978582224264772,0.524
0.525,-2.2631078304935093,0.525
0.526,-2.0183447268857755,0.526
0.527,-2.290838624194743,0.527
0.528,-1.6340989998773683,0.528
0.529,-1.6459702371414382,0.529
0.53,-1.2790370662309645,0.53
0.531,-1.4108363524861567,0.531
0.532,-1.123706657665589,0.532
0.533,-1.2170755384131025,0.533
0.534,-0.7600797545788114,0.534
0.535,-0.5841190339458175,0.535
0.536,-0.2753193406453699,0.536
0.537,0.09581632911595533,0.537
0.538,0.35786731326121723,0.538
0.539,0.29463639472497716,0.539
0.54,0.4117337227524617,0.54
0.541,0.7326706001441492,0.541
0.542,1.3170121726431123,0.542
0.543,0.9329544715035232,0.543
0.544,1.4146448281062471,0.544
0.545,1.629738160031983,0.545
0.546,1.8784924380955799,0.546
0.547,2.3558949106053535,0.547
0.548,2.692964161221292,0.548
0.549,2.0050211691784665,0.549
0.55,2.8177400728907083,0.55
0.551,2.83015585319102,0.551
0.552,3.3078374855656527,0.552
0.553,3.956273891147484,0.553
0.554,3.849931616296526,0.554
0.555,4.129187469270605,0.555
0.556,4.64514387879859,0.556
0.557,4.576465240718987,0.557
0.558,4.919147736916049,0.558
0.559,5.094510485290338,0.559
0.56,5.562471293766416,0.56
0.561,5.468052377412267,0.561
0.562,6.168871120749044,0.562
0.5630000000000001,5.980636336940623,0.5630000000000001
0.5640000000000001,6.262611379955003,0.5640000000000001
0.5650000000000001,6.201006146336558,0.5650000000000001
0.5660000000000001,6.791995668696025,0.5660000000000001
0.5670000000000001,7.029416414854078,0.5670000000000001
0.5680000000000001,7.399868342355083,0.5680000000000001
0.5690000000000001,7.919469965379039,0.5690000000000001
0.5700000000000001,7.840050300367958,0.5700000000000001
0.5710000000000001,8.110080121341428,0.5710000000000001
0.5720000000000001,7.988387223825084,0.5720000000000001
0.5730000000000001,8.16552029813641,0.5730000000000001
0.5740000000000001,8.760894635314616,0.5740000000000001
0.5750000000000001,8.646957242761566,0.5750000000000001
0.5760000000000001,9.193766743729823,0.5760000000000001
0.577,9.302124695965244,0.577
0.578,9.713374361347306,0.578
0.579,9.642680821393812,0.579
0.58,9.711081920211788,0.58
0.581,9.738523379408873,0.581
0.582,10.043486029522283,0.582
0.583,9.619804169868937,0.583
0.584,9.833570894030128,0.584
0.585,10.629942096936855,0.585
0.586,10.34324393431848,0.586
0.587,10.449004165845688,0.587
0.588,10.306905485672253,0.588
0.589,10.917468430433724,0.589
0.59,10.563733401901654,0.59
0.591,10.60892497913875,0.591
0.592,10.504964383720825,0.592
0.593,10.96368207257793,0.593
0.594,10.937194021453214,0.594
0.595,10.787769037281679,0.595
0.596,11.073104878799201,0.596
0.597,10.973297976621543,0.597
0.598,10.868890433979773,0.598
0.599,10.647786189255742,0.599
0.6,10.980509181211707,0.6
0.601,10.819919650096505,0.601
0.602,10.556929467954125,0.602
0.603,10.812253462451652,0.603
0.604,10.126537368889714,0.604
0.605,10.59965537257445,0.605
0.606,10.69586313232129,0.606
0.607,10.131398882346454,0.607
0.608,10.019528006860412,0.608
0.609,10.075172803748082,0.609
0.61,9.74794251968408,0.61
0.611,9.82400404456312,0.611
0.612,9.286913232994355,0.612
0.613,9.266383663405405,0.613
0.614,9.491468031117561,0.614
0.615,8.6877355928177,0.615
0.616,8.942288470992212,0.616
0.617,8.651960020169133,0.617
0.618,8.148507434723253,0.618
0.619,8.245597326536137,0.619
0.62,8.041533834682273,0.62
0.621,7.808482228910492,0.621
0.622,7.455180845968699,0.622
0.623,7.06034439752639,0.623
0.624,6.95799094437141,0.624
0.625,6.974353364432415,0.625
0.626,6.464918692789033,0.626
0.627,6.155558103140711,0.627
0.628,5.77114955135509,0.628
0.629,5.645455442464276,0.629
0.63,5.108016642772846,0.63
0.631,4.881664187872775,0.631
0.632,4.823294051352219,0.632
0.633,4.312725506460031,0.633
0.634,4.3677259151211265,0.634
0.635,3.6797996535451443,0.635
0.636,3.610774727545366,0.636
0.637,3.619623247086616,0.637
0.638,2.776412130114932,0.638
0.639,2.616858119797392,0.639
0.64,2.4742585972542077,0.64
0.641,2.2040094353253155,0.641
0.642,1.6685162349990146,0.642
0.643,1.6704947757515503,0.643
0.644,1.281306426551172,0.644
0.645,0.706815882288336,0.645
0.646,0.38808758448017067,0.646
0.647,0.2556030431789463,0.647
0.648,-0.1591261515500115,0.648
0.649,-0.42272475086436495,0.649
0.65,-0.5847043846131885,0.65
0.651,-0.9968438119851618,0.651
0.652,-1.2784516443091154,0.652
0.653,-1.702503702359899,0.653
0.654,-1.8287652529563028,0.654
0.655,-2.1512358513097967,0.655
0.656,-2.0857540793130616,0.656
0.657,-2.364758339163825,0.657
0.658,-3.0309507377367653,0.658
0.659,-3.385658511624124,0.659
0.66,-3.425060885981351,0.66
0.661,-3.800710627008251,0.661
0.662,-4.221483083189794,0.662
0.663,-4.27573178686085,0.663
0.664,-4.207455720860719,0.664
0.665,-4.9257554091879925,0.665
0.666,-5.1720889609942775,0.666
0.667,-5.282594268723677,0.667
0.668,-5.115983913551403,0.668
0.669,-5.366284467049099,0.669
0.67,-5.98838069115801,0.67
0.671,-5.976285223151506,0.671
0.672,-6.1799971838082115,0.672
0.673,-6.31446951713883,0.673
0.674,-6.137195446241513,0.674
0.675,-6.992111758793031,0.675
0.676,-7.006633371772536,0.676
0.677,-6.817398120543743,0.677
0.678,-6.95032405908814,0.678
0.679,-7.1105916697361655,0.679
0.68,-7.2015057799027575,0.68
0.681,-7.521034563708339,0.681
0.682,-7.3380767868532715,0.682
0.683,-7.680066663935818,0.683
0.684,-7.754165697083174,0.684
0.685,-8.049568108111297,0.685
0.686,-7.954015191970027,0.686
0.687,-8.185280702481602,0.687
0.6880000000000001,-7.690940447451716,0.6880000000000001
0.6890000000000001,-8.080921973272423,0.6890000000000001
0.6900000000000001,-8.06854320512694,0.6900000000000001
0.6910000000000001,-8.184787447345306,0.6910000000000001
0.6920000000000001,-8.227892808875298,0.6920000000000001
0.6930000000000001,-8.369310551476932,0.6930000000000001
0.6940000000000001,-8.16153911087015,0.6940000000000001
0.6950000000000001,-8.370907996284531,0.6950000000000001
0.6960000000000001,-8.067686169097154,0.6960000000000001
0.6970000000000001,-8.259073922065769,0.6970000000000001
0.6980000000000001,-8.30285248717088,0.6980000000000001
0.6990000000000001,-8.123808757727508,0.6990000000000001
0.7000000000000001,-8.4143087638855,0.7000000000000001
0.7010000000000001,-8.597963208639372,0.7010000000000001
0.7020000000000001,-8.226573294789409,0.7020000000000001
0.7030000000000001,-8.040006243392234,0.7030000000000001
0.704,-8.315009698105898,0.704
0.705,-8.571899519748053,0.705
0.706,-7.774433582261176,0.706
0.707,-8.507269879614025,0.707
0.708,-8.177703465953035,0.708
0.709,-8.300780452599334,0.709
0.71,-7.632302811015551,0.71
0.711,-7.764498273558796,0.711
0.712,-7.922736660038661,0.712
0.713,-7.7977478422953785,0.713
0.714,-7.67997740390765,0.714
0.715,-7.616533964999982,0.715
0.716,-7.977846137327347,0.716
0.717,-7.420584706261919,0.717
0.718,-7.596307721959992,0.718
0.719,-7.0127210420464134,0.719
0.72,-7.44708885755827,0.72
0.721,-7.713944499501212,0.721
0.722,-6.964773727557496,0.722
0.723,-7.283080424320124,0.723
0.724,-7.274909083042779,0.724
0.725,-7.301908362554619,0.725
0.726,-7.2217516713029895,0.726
0.727,-6.789209616852822,0.727
0.728,-6.612356770945454,0.728
0.729,-6.824328286724635,0.729
0.73,-6.468610965428334,0.73
0.731,-6.651996364627145,0.731
0.732,-6.293789889998782,0.732
0.733,-6.458505065230952,0.733
0.734,-6.318902726386879,0.734
0.735,-6.197534074906265,0.735
0.736,-5.841275862136781,0.736
0.737,-6.006193998015156,0.737
0.738,-5.773301971002933,0.738
0.739,-5.832975667620359,0.739
0.74,-5.493177911265017,0.74
0.741,-5.811987266264293,0.741
0.742,-5.61809124176549,0.742
0.743,-5.162267212160818,0.743
0.744,-5.528596189618602,0.744
0.745,-5.072261894970386,0.745
0.746,-5.195490874286566,0.746
0.747,-5.12564415648386,0.747
0.748,-4.85370052979786,0.748
0.749,-5.296110721033649,0.749
0.75,-4.563121906598719,0.75
0.751,-4.646329367741722,0.751
0.752,-4.571198011973339,0.752
0.753,-4.796931553812769,0.753
0.754,-4.471108126645239,0.754
0.755,-3.909014788919382,0.755
0.756,-3.974565835203849,0.756
0.757,-4.107780973608863,0.757
0.758,-3.8425362946942134,0.758
0.759,-3.9252519770615617,0.759
0.76,-3.863806474776445,0.76
0.761,-3.3429467707576883,0.761
0.762,-3.328753148992043,0.762
0.763,-3.280067602405794,0.763
0.764,-3.1136323200562557,0.764
0.765,-3.0636133703548576,0.765
0.766,-2.903519753325665,0.766
0.767,-2.8274549165284633,0.767
0.768,-2.4774314520785836,0.768
